,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_sold,mnth_sold
2258,495000.0,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,0,98122,47.6106,-122.31,1500,1795,2014,Nov
2259,249950.0,3,1.75,1320,10454,1.0,0,0,4,7,1320,0,1968,0,98002,47.2844,-122.216,1680,10183,2014,Aug
2260,1635000.0,5,3.5,4220,26784,1.0,0,0,3,10,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945,2014,Jun
2261,692000.0,3,2.5,3490,28213,1.5,0,2,3,9,2242,1248,2009,0,98070,47.365,-122.456,2120,56628,2014,Aug
2262,400000.0,4,2.75,1240,3867,1.0,0,0,3,7,800,440,1987,0,98125,47.7157,-122.284,1150,7733,2014,May
2263,849000.0,4,2.75,4010,87555,2.0,0,0,3,10,4010,0,2004,0,98038,47.4299,-121.998,2451,209523,2014,Aug
2264,540000.0,3,1.75,2280,16671,1.5,0,0,4,6,1760,520,1909,0,98034,47.7096,-122.219,1850,9351,2014,Sep
2265,380000.0,2,1.0,1120,7560,1.0,0,1,3,6,1120,0,1947,0,98177,47.77,-122.39,1120,7200,2014,Aug
2266,2537000.0,4,3.0,3710,20000,2.0,0,2,5,10,2760,950,1936,0,98105,47.6696,-122.261,3970,20000,2015,Mar
2267,775000.0,3,3.0,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300,2015,Mar
2268,595000.0,3,2.5,1910,3075,2.0,0,0,3,8,1910,0,2001,0,98029,47.5491,-122.005,1940,3485,2015,Apr
2269,650000.0,4,2.5,2160,3139,1.0,0,0,3,7,1080,1080,1940,0,98103,47.6662,-122.338,1650,3740,2014,Sep
2270,509900.0,3,2.5,1790,2700,2.0,0,0,3,8,1790,0,2010,0,98027,47.56399999999999,-122.093,1890,3078,2014,May
2271,403000.0,2,1.0,1100,3598,1.0,0,0,4,7,1100,0,1926,0,98144,47.5738,-122.313,1240,3598,2014,Jun
2272,477000.0,3,2.5,1350,2053,3.0,0,0,3,8,1350,0,2005,0,98117,47.6758,-122.386,1350,4150,2014,May
2273,671500.0,3,2.5,1770,1714,3.0,0,0,3,8,1770,0,2012,0,98103,47.6532,-122.348,1720,3360,2015,Feb
2274,473000.0,4,3.5,4370,37193,2.0,0,3,3,8,2780,1590,1996,0,98022,47.24100000000001,-121.979,2860,39356,2015,Mar
2275,354000.0,3,2.5,2160,15817,2.0,0,0,3,8,2160,0,1999,0,98031,47.4166,-122.183,1990,15817,2015,Apr
2276,322000.0,4,2.5,2280,7200,2.0,0,0,3,8,2280,0,1994,0,98030,47.3829,-122.207,2250,7200,2014,May
2277,459000.0,2,2.5,1240,1249,3.0,0,0,3,8,1240,0,2006,0,98107,47.6718,-122.386,1240,2500,2014,Sep
2278,1058800.0,6,2.75,2980,20000,1.0,0,4,3,8,2130,850,1965,0,98177,47.7599,-122.375,2730,20000,2015,May
2279,585000.0,3,1.75,2170,153767,1.0,0,0,3,7,2170,0,1976,0,98042,47.3694,-122.065,2840,49500,2014,Aug
2280,336000.0,3,2.5,1260,1211,3.0,0,0,3,8,1260,0,2004,0,98103,47.6969,-122.343,1270,1211,2014,Sep
2281,590000.0,3,1.0,1530,2370,2.0,0,0,3,8,1530,0,1901,0,98122,47.6108,-122.303,1310,2370,2014,Jul
2282,925000.0,4,2.25,2590,13894,2.0,0,0,4,9,2590,0,1975,0,98005,47.6351,-122.165,2720,13894,2015,Apr
2283,480000.0,3,2.0,1300,3000,2.0,0,0,3,7,1300,0,1986,0,98115,47.6728,-122.325,1670,4500,2015,Mar
2284,357000.0,3,1.75,2400,14012,1.0,0,0,3,9,2400,0,1971,0,98003,47.3371,-122.325,2800,13988,2015,Feb
2285,370000.0,4,2.5,2190,17600,1.0,0,0,4,7,1110,1080,1966,0,98059,47.4712,-122.112,1820,17600,2014,Aug
2286,770000.0,3,2.75,2070,54557,2.0,0,0,3,8,2070,0,1996,0,98058,47.4659,-122.116,2190,49658,2014,Dec
2287,255000.0,3,2.5,1610,6176,2.0,0,0,3,7,1610,0,1994,0,98030,47.3657,-122.173,1680,7414,2014,Jun
2288,799900.0,4,4.0,3650,18223,2.0,0,3,3,9,3330,320,2013,0,98006,47.5442,-122.116,3220,11022,2014,Sep
2289,515805.0,5,2.75,2710,4136,2.0,0,0,3,8,2710,0,2014,0,98059,47.4786,-122.123,2590,4136,2014,Jul
2290,600000.0,3,1.75,2340,57499,1.0,0,0,3,8,2340,0,1988,0,98053,47.6989,-122.044,3260,137649,2015,Apr
2291,370000.0,3,1.5,1360,10726,1.0,0,0,4,7,1360,0,1966,0,98059,47.4948,-122.134,1650,10726,2015,Mar
2292,750000.0,4,2.5,3020,7465,2.0,0,0,3,9,3020,0,2004,0,98075,47.5982,-121.98,3100,5587,2014,Jul
2293,510000.0,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474,2014,May
2294,299000.0,3,2.25,1920,7840,2.0,0,0,4,8,1920,0,1982,0,98032,47.3631,-122.276,2170,7210,2014,Jul
2295,176000.0,3,2.25,1540,5449,1.0,0,0,2,7,1180,360,1989,0,98023,47.29,-122.358,1460,6740,2014,Dec
2296,790000.0,2,3.0,2560,982278,1.0,0,0,3,8,2560,0,2004,0,98014,47.6955,-121.861,1620,40946,2014,Jul
2297,299500.0,3,1.75,1810,34500,1.0,0,0,3,8,1230,580,1980,0,98032,47.3707,-122.275,2090,9735,2014,Aug
2298,345000.0,3,1.75,1860,7191,1.0,0,0,4,7,1260,600,1975,0,98058,47.4338,-122.168,1850,7490,2015,Feb
2299,235000.0,1,1.0,810,2451,1.0,0,0,5,7,810,0,1941,0,98126,47.5188,-122.376,980,1198,2014,May
2300,585000.0,2,1.75,1830,7200,1.0,0,2,4,7,1070,760,1949,0,98118,47.5592,-122.273,1570,6000,2014,Dec
2301,275000.0,3,1.5,1900,9737,1.0,0,0,4,7,1200,700,1968,0,98031,47.4125,-122.207,1670,9737,2014,Jul
2302,688500.0,3,1.75,1760,4125,1.5,0,3,4,7,1760,0,1927,0,98103,47.6748,-122.352,1760,4000,2014,Nov
2303,449950.0,4,3.0,2800,6977,2.0,0,0,3,8,2800,0,2003,0,98038,47.3542,-122.014,2800,6600,2014,Aug
2304,440000.0,4,2.5,2730,4526,2.0,0,0,3,7,2730,0,2009,0,98059,47.49100000000001,-122.153,2190,4572,2015,Apr
2305,1200000.0,5,2.75,2910,9480,1.5,0,0,3,8,2910,0,1939,0,98105,47.6552,-122.278,2940,6600,2014,May
2306,472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,2014,May
2307,196500.0,3,2.0,1310,7000,1.0,0,0,4,7,1310,0,1979,0,98023,47.303,-122.383,1390,7500,2014,Sep
2308,951000.0,3,2.25,3400,12825,1.0,0,1,3,9,3400,0,1961,0,98118,47.5435,-122.26,2510,11574,2015,Apr
2309,1000000.0,4,3.5,2990,4200,2.0,0,4,5,9,2000,990,1925,0,98144,47.593,-122.289,2390,4200,2014,Sep
2310,275250.0,3,2.25,1520,7199,2.0,0,0,4,7,1520,0,1992,0,98038,47.3492,-122.034,1410,6751,2014,Jul
2311,330000.0,4,2.5,1820,3905,2.0,0,0,3,7,1820,0,2001,0,98019,47.7346,-121.985,1820,3863,2014,Oct
2312,885000.0,4,2.5,2620,9157,2.0,0,0,3,8,2620,0,1996,0,98033,47.6916,-122.203,2240,7405,2015,Apr
2313,470000.0,3,2.5,2480,5082,2.0,0,0,3,7,2480,0,2004,0,98065,47.5297,-121.846,2480,5874,2015,Mar
2314,250000.0,4,1.75,1710,7140,1.0,0,0,5,7,1010,700,1968,0,98032,47.3745,-122.275,1770,8960,2014,Dec
2315,500000.0,4,2.0,2330,7778,1.0,0,0,3,7,1230,1100,1961,0,98125,47.7109,-122.323,1250,8160,2014,Dec
2316,857000.0,4,3.0,3720,29043,2.0,0,0,3,9,3720,0,1991,0,98033,47.6907,-122.161,1610,23000,2014,May
2317,639950.0,2,1.75,1780,4520,1.0,0,0,5,7,890,890,1925,0,98116,47.5798,-122.404,1560,4520,2014,Aug
2318,450000.0,2,1.0,1120,4590,1.0,0,0,3,7,1120,0,1924,0,98118,47.5663,-122.285,1120,5100,2015,Feb
2319,663000.0,3,2.0,1480,3876,1.0,0,0,5,7,860,620,1928,0,98117,47.6808,-122.382,1660,3774,2014,Jun
2320,450000.0,3,2.5,1670,2589,2.0,0,0,3,8,1670,0,2000,0,98027,47.5314,-122.047,1670,2897,2014,Aug
2321,445500.0,3,1.75,1880,9360,1.0,0,0,4,7,940,940,1941,0,98125,47.7131,-122.283,1390,7200,2014,Nov
2322,842500.0,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,98122,47.6106,-122.31,1720,2283,2014,May
2323,292050.0,5,3.0,2840,7199,1.0,0,0,3,7,1710,1130,2003,0,98178,47.5065,-122.275,2210,10800,2014,May
2324,1268890.0,5,3.25,4410,35192,2.0,0,2,3,12,3880,530,1990,0,98072,47.7522,-122.13,4410,59677,2015,May
2325,425000.0,3,2.25,1890,8400,1.0,0,0,3,8,1520,370,1977,0,98034,47.7103,-122.232,1830,7980,2015,Mar
2326,263500.0,3,1.75,1540,6273,1.0,0,0,4,6,770,770,1951,0,98118,47.5305,-122.277,1140,5512,2014,Nov
2327,930000.0,3,3.25,2640,4080,2.0,0,0,3,9,1840,800,1912,2000,98105,47.6636,-122.326,1990,4080,2014,May
2328,258000.0,2,1.0,750,7000,1.0,0,0,3,6,750,0,1932,0,98024,47.5655,-121.89,1100,8777,2015,Apr
2329,150000.0,3,0.75,490,38500,1.5,0,0,4,5,490,0,1959,0,98014,47.7112,-121.315,800,18297,2014,Jul
2330,412000.0,4,1.5,1960,5000,1.0,0,0,3,7,980,980,1912,0,98106,47.5688,-122.363,1300,5000,2015,Apr
2331,338000.0,2,1.0,750,6439,1.0,0,0,4,6,750,0,1934,0,98103,47.6995,-122.354,1470,6374,2014,Oct
2332,810000.0,4,2.5,2810,10613,2.0,0,0,3,9,2810,0,1989,0,98006,47.5424,-122.141,2800,9933,2014,Jun
2333,222900.0,2,1.0,1110,6411,1.0,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504,2015,Jan
2334,436300.0,3,2.0,2320,9420,1.0,0,0,5,7,2320,0,1952,0,98056,47.5133,-122.196,2030,9420,2014,Oct
2335,135000.0,3,1.0,830,9600,1.0,0,0,3,7,830,0,1959,0,98032,47.3698,-122.297,1240,9198,2015,Apr
2336,275000.0,3,2.0,1380,4500,1.0,0,0,3,7,1380,0,2008,0,98038,47.3661,-122.021,1620,4000,2014,Jun
2337,1150000.0,3,2.5,3160,24437,1.0,0,3,3,11,2160,1000,1991,0,98006,47.5531,-122.131,3990,11977,2014,Sep
2338,1320000.0,3,2.75,2680,20104,1.0,0,0,5,9,1820,860,1964,0,98039,47.6304,-122.234,3060,19837,2014,Jul
2339,390000.0,2,1.0,860,1800,1.0,0,0,3,7,860,0,1909,0,98119,47.6334,-122.371,2160,3120,2014,Sep
2340,423000.0,4,2.5,2320,4254,2.0,0,0,3,8,2320,0,2004,0,98059,47.48,-122.137,2330,4602,2014,Jul
2341,241500.0,3,2.0,1310,7349,1.0,0,0,3,7,870,440,1995,0,98030,47.3639,-122.186,1690,6580,2015,Feb
2342,950000.0,4,2.0,2490,4600,1.5,0,2,3,8,2090,400,1926,0,98105,47.6557,-122.278,2910,5000,2015,Jan
2343,262500.0,3,1.75,1470,10390,1.0,0,0,3,7,1470,0,1989,0,98031,47.4192,-122.201,1770,7507,2014,Oct
2344,820000.0,2,2.5,2210,4440,2.0,0,0,4,8,1440,770,1931,0,98112,47.6305,-122.3,1560,4920,2014,Jul
2345,500000.0,2,1.0,950,4500,1.0,0,2,3,7,850,100,1926,0,98103,47.6562,-122.354,1670,4000,2014,Jul
2346,330000.0,3,1.0,910,10240,1.0,0,0,4,6,910,0,1969,0,98053,47.6729,-122.064,1140,10720,2014,Dec
2347,510000.0,3,1.75,1750,7020,2.0,0,0,3,7,1750,0,1934,1978,98010,47.3264,-122.038,1170,9546,2014,Jul
2348,1679000.0,5,4.25,4830,11466,2.0,0,0,3,10,3720,1110,2014,0,98040,47.5774,-122.222,2180,11017,2014,Nov
2349,276000.0,3,1.5,1820,8750,1.0,0,0,4,7,1200,620,1958,0,98198,47.4213,-122.322,1500,8000,2014,Dec
2350,525000.0,4,2.25,1890,8549,1.0,0,0,3,8,1890,0,1967,0,98008,47.6328,-122.117,1940,7210,2014,Sep
2351,265000.0,4,3.0,1730,7264,2.0,0,0,3,6,1730,0,1920,0,98168,47.4738,-122.264,1500,12104,2014,Sep
2352,415000.0,2,1.75,1340,4664,1.0,0,0,3,8,1340,0,2004,0,98053,47.7182,-122.034,1350,4236,2014,May
2353,275000.0,2,1.0,770,4840,1.0,0,0,4,7,770,0,1927,0,98126,47.551,-122.376,930,4840,2014,Jun
2354,425000.0,5,2.75,1340,11583,1.0,0,0,3,7,1190,150,1962,0,98034,47.709,-122.214,1950,10514,2014,Jul
2355,500000.0,3,2.25,2010,7447,2.0,0,0,3,8,2010,0,1985,0,98028,47.747,-122.248,2230,7846,2014,Sep
2356,520000.0,11,3.0,3000,4960,2.0,0,0,3,7,2400,600,1918,1999,98106,47.556,-122.363,1420,4960,2014,Aug
2357,406000.0,4,1.0,1580,8475,1.5,0,2,4,7,1580,0,1928,0,98178,47.5104,-122.254,1700,5650,2014,Jul
2358,220000.0,5,1.0,1260,8382,1.5,0,0,3,7,1260,0,1918,0,98146,47.5058,-122.355,910,8382,2014,Sep
2359,355000.0,3,2.25,1960,7000,1.0,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,2014,Dec
2360,249000.0,3,1.75,1590,7535,1.5,0,0,5,6,1590,0,1909,0,98032,47.3769,-122.234,1110,6000,2015,Apr
2361,310000.0,4,2.5,3140,22100,1.0,0,0,4,8,1820,1320,1960,0,98023,47.319,-122.362,2700,25500,2014,Oct
2362,257500.0,1,1.0,710,6060,1.0,0,0,4,6,710,0,1916,0,98118,47.5621,-122.283,1440,4545,2015,Feb
2363,930000.0,3,2.5,3100,20553,1.0,0,0,3,10,3100,0,1954,0,98177,47.7635,-122.377,3000,22302,2014,May
2364,495000.0,3,1.75,1890,6557,1.0,0,0,3,8,1890,0,1967,0,98125,47.7032,-122.286,1920,6793,2014,Nov
2365,707000.0,4,3.25,3200,7081,2.0,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094,2014,May
2366,601150.0,2,2.0,1660,5200,1.0,0,0,5,7,1120,540,1906,0,98103,47.6871,-122.334,1260,5160,2014,Dec
2367,815000.0,3,2.0,2270,11989,1.0,0,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439,2014,Jun
2368,315000.0,2,1.0,970,18557,1.0,0,0,3,6,970,0,1939,0,98146,47.5116,-122.37,1150,7200,2015,Jan
2369,649990.0,4,2.25,2130,11900,2.0,0,0,3,9,2130,0,1976,0,98074,47.6408,-122.058,2590,11900,2014,Sep
2370,294950.0,3,1.0,1160,8950,1.0,0,0,3,7,1160,0,1968,0,98133,47.7499,-122.338,1210,8193,2014,Oct
2371,299880.0,3,2.5,1460,3044,2.0,0,0,3,7,1460,0,2000,0,98108,47.544,-122.296,1490,3044,2014,Jul
2372,411000.0,2,2.25,1910,108900,1.0,0,0,4,7,1010,900,1972,0,98038,47.4206,-122.023,2050,108900,2015,May
2373,1250000.0,4,3.75,3830,41263,2.0,0,0,4,11,3830,0,1990,0,98077,47.7237,-122.042,5600,56568,2014,Aug
2374,690000.0,3,2.0,1770,1800,3.0,0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,1890,3200,2014,Nov
2375,600000.0,5,2.25,3000,13899,2.0,0,0,4,8,3000,0,1975,0,98052,47.6373,-122.105,2270,10763,2014,Jul
2376,1245000.0,5,2.5,3370,8113,2.0,0,0,3,9,3370,0,2005,0,98004,47.5812,-122.196,2470,8113,2014,Dec
2377,649000.0,3,2.0,1810,17006,2.0,1,4,3,8,1810,0,1913,1987,98166,47.4663,-122.369,2180,24911,2014,Sep
2378,446000.0,2,1.5,1370,1221,2.0,0,0,3,8,1080,290,2008,0,98122,47.6039,-122.307,1560,2081,2014,Jun
2379,249900.0,3,1.0,1100,5000,1.0,0,0,3,7,1100,0,1960,0,98118,47.5433,-122.283,1020,5000,2014,Sep
2380,334500.0,2,1.5,830,1858,2.0,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,1480,3030,2014,Jul
2381,327000.0,4,2.25,1620,106722,1.0,0,0,3,8,1200,420,1980,0,98042,47.3394,-122.091,1620,38400,2015,Feb
2382,615000.0,5,3.25,3090,7069,2.0,0,0,3,9,3090,0,2012,0,98056,47.5114,-122.196,2480,8000,2015,Mar
2383,1150000.0,4,3.75,4160,35000,2.0,0,0,3,11,4160,0,1991,0,98053,47.669,-122.067,5330,36446,2015,Feb
2384,195000.0,3,1.75,1140,9628,1.0,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633,2014,Oct
2385,480000.0,5,2.75,2760,7200,1.0,0,0,3,7,1430,1330,1979,0,98072,47.7563,-122.147,2460,8750,2015,Apr
2386,492000.0,3,1.75,2770,39927,1.0,0,0,4,8,1580,1190,1978,0,98027,47.4669,-122.003,2420,36384,2014,Jun
2387,432500.0,3,2.0,1720,8145,2.0,0,0,5,7,1720,0,1949,0,98155,47.7393,-122.325,1400,8138,2015,Jan
2388,685000.0,4,2.0,2340,6000,1.0,0,0,5,8,1270,1070,1953,0,98199,47.6495,-122.401,1600,6000,2014,Nov
2389,765000.0,3,2.5,2300,9752,2.0,0,2,3,8,2300,0,1968,2003,98075,47.5825,-122.076,2640,10764,2015,Apr
2390,310000.0,3,1.0,1480,7830,1.0,0,0,3,7,1480,0,1952,0,98133,47.7703,-122.336,1450,7830,2014,May
2391,520500.0,6,2.5,1880,14350,1.0,0,0,5,7,1640,240,1955,0,98133,47.7556,-122.352,1510,9840,2015,Apr
2392,370000.0,3,1.0,1170,1105,1.0,0,0,3,7,1170,0,1965,0,98126,47.5448,-122.375,1380,1399,2014,Jul
2393,300000.0,3,2.25,1660,5128,2.0,0,0,3,7,1660,0,2001,0,98019,47.7362,-121.967,1680,4652,2014,Jul
2394,500000.0,3,2.5,2410,34848,1.5,0,0,3,8,2410,0,1976,0,98006,47.5694,-122.12,2420,16424,2014,Jul
2395,450000.0,3,1.5,1530,23660,1.0,0,0,3,7,1530,0,1952,0,98155,47.7467,-122.295,1800,11407,2014,Jun
2396,385000.0,3,1.75,1200,7360,1.0,0,0,4,7,1200,0,1978,0,98052,47.6979,-122.13,1200,7500,2015,Mar
2397,395000.0,4,2.0,2240,7085,1.5,0,0,3,7,2240,0,1944,1992,98125,47.7309,-122.305,1440,7085,2014,Nov
2398,329950.0,3,2.25,2070,7995,1.0,0,0,3,7,1350,720,1987,0,98031,47.403,-122.175,1620,6799,2015,Mar
2399,802945.0,5,3.5,4000,9234,2.0,0,0,3,9,4000,0,2015,0,98024,47.5265,-121.887,3690,6600,2015,Apr
2400,375000.0,3,1.75,1380,5060,1.0,0,0,3,7,1380,0,1986,0,98133,47.7059,-122.341,1030,5060,2014,Dec
2401,363500.0,4,2.5,2680,7700,2.0,0,0,4,8,2680,0,1990,0,98031,47.4094,-122.17,2400,7700,2014,Sep
2402,300000.0,3,1.0,1320,7200,1.0,0,0,4,7,1320,0,1959,0,98056,47.5048,-122.19,1720,7249,2015,Mar
2403,975000.0,4,2.5,3420,183387,2.0,0,0,3,10,3420,0,2000,0,98053,47.633,-121.972,2260,34613,2014,Sep
2404,500000.0,3,2.5,2440,7600,1.0,0,0,3,7,1420,1020,1981,0,98052,47.6966,-122.127,2060,7700,2015,Apr
2405,463500.0,1,1.0,1090,8750,1.0,0,0,4,6,1090,0,1924,0,98118,47.54,-122.269,1830,5000,2014,Sep
2406,390000.0,1,1.75,1440,4920,1.0,0,0,3,7,720,720,1923,0,98126,47.534,-122.376,1440,4920,2014,Jul
2407,314950.0,3,2.5,1690,4533,2.0,0,0,3,7,1690,0,2003,0,98038,47.3575,-122.016,1830,5175,2015,Mar
2408,664000.0,4,2.5,1870,16200,1.0,0,0,5,8,1250,620,1974,0,98033,47.6651,-122.174,2000,11250,2014,Oct
2409,213950.0,3,1.0,1430,7000,1.0,0,0,3,6,1430,0,1968,0,98023,47.3018,-122.369,1050,7700,2014,Aug
2410,209950.0,3,1.75,1570,15570,1.0,0,0,3,7,1570,0,1981,0,98023,47.3207,-122.362,2000,28200,2014,Jul
2411,294000.0,4,2.5,2040,7800,2.0,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954,2014,Aug
2412,587000.0,5,3.5,3610,52595,2.0,0,0,4,7,3610,0,1989,0,98014,47.6832,-121.907,1620,60112,2014,Jul
2413,630000.0,4,2.5,2190,9880,1.0,0,0,4,8,1410,780,1979,0,98033,47.6926,-122.186,2190,9198,2014,Jul
2414,338000.0,3,2.0,2440,23512,1.0,0,0,3,6,1640,800,1933,0,98148,47.4594,-122.326,1630,19613,2014,Aug
2415,295000.0,3,1.75,1940,7500,1.5,0,0,4,8,1940,0,1918,1985,98022,47.2062,-121.993,1650,7500,2014,Jul
2416,255000.0,3,1.0,1710,12000,1.0,0,0,4,7,1710,0,1972,0,98001,47.2616,-122.281,1310,9600,2014,Aug
2417,530000.0,2,1.0,840,3400,1.0,0,2,4,7,840,0,1924,0,98119,47.6403,-122.372,2000,4000,2014,Jun
2418,260000.0,4,2.25,2320,16800,2.0,0,0,4,9,2320,0,1977,0,98092,47.2959,-122.166,2700,15680,2014,Aug
2419,285000.0,4,3.5,2770,10505,2.0,0,0,3,8,2770,0,1940,2015,98133,47.7412,-122.355,1760,10505,2014,Oct
2420,480000.0,2,2.0,1350,4220,1.0,0,0,3,8,1350,0,2004,0,98053,47.718,-122.034,1350,4409,2015,Mar
2421,245000.0,3,1.0,1020,8625,1.0,0,0,3,7,1020,0,1978,0,98045,47.4465,-121.77,1290,9440,2014,Oct
2422,1335000.0,5,2.25,4200,5800,2.5,0,0,4,9,2910,1290,1906,0,98112,47.6284,-122.312,3060,5800,2014,Jun
2423,640000.0,3,3.5,1740,1975,2.0,0,3,3,8,1310,430,1998,0,98122,47.6085,-122.311,1740,1975,2015,Feb
2424,345000.0,3,1.0,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,1330,4590,2014,Aug
2425,252500.0,2,1.0,900,7500,1.0,0,0,4,6,900,0,1961,0,98014,47.6481,-121.916,1190,10000,2014,Aug
2426,1210000.0,4,2.25,3270,6000,2.0,0,0,5,8,2180,1090,1909,0,98122,47.6101,-122.286,2880,6000,2014,Dec
2427,399000.0,3,1.75,1620,10000,1.5,0,0,5,6,1620,0,1918,0,98178,47.5091,-122.262,1880,10000,2014,Dec
2428,315000.0,4,2.0,2020,7767,1.0,0,0,3,8,2020,0,1995,0,98003,47.3391,-122.309,1940,8239,2014,Sep
2429,675000.0,4,2.5,2920,6000,2.0,0,4,3,9,2920,0,2004,0,98065,47.5333,-121.859,3100,6001,2014,Dec
2430,265000.0,0,0.75,384,213444,1.0,0,0,3,4,384,0,2003,0,98070,47.4177,-122.491,1920,224341,2014,Oct
2431,381500.0,4,2.5,2430,5556,2.0,0,0,4,8,2430,0,2003,0,98042,47.3762,-122.126,2430,5556,2014,Sep
2432,330000.0,4,3.5,3150,6202,2.0,0,0,3,7,3150,0,2005,0,98042,47.3993,-122.162,2950,5940,2014,May
2433,323000.0,4,1.75,1440,8114,1.0,0,0,4,7,1440,0,1963,0,98155,47.7639,-122.332,1940,7208,2014,Dec
2434,215150.0,3,1.0,920,4770,1.0,0,0,4,6,920,0,1969,0,98042,47.3654,-122.082,920,4770,2015,Mar
2435,605000.0,4,1.75,3280,35160,1.0,0,0,3,7,2080,1200,1976,0,98053,47.6728,-122.061,2510,31331,2015,Feb
2436,290000.0,3,1.75,1390,13200,2.0,0,0,3,7,1390,0,1979,0,98045,47.4429,-121.771,1430,10725,2014,Nov
2437,285000.0,3,1.75,1630,4000,1.0,0,0,3,7,1100,530,1968,0,98106,47.5351,-122.353,1300,4000,2014,Oct
2438,600000.0,4,2.0,2510,38141,1.0,0,0,3,9,2510,0,1960,0,98034,47.7219,-122.258,3180,11760,2014,May
2439,600000.0,4,2.5,2360,13500,1.0,0,0,4,8,1780,580,1973,0,98052,47.6315,-122.103,2780,12400,2014,Oct
2440,625000.0,4,1.5,2190,13660,1.0,0,3,3,8,2190,0,1952,0,98177,47.7658,-122.37,2520,20500,2014,Sep
2441,825000.0,5,3.5,4140,6770,2.0,0,0,3,9,3030,1110,2004,0,98027,47.5381,-122.069,3960,5431,2015,Apr
2442,458500.0,3,2.0,1890,1599,2.0,0,0,3,9,1430,460,2012,0,98136,47.5438,-122.385,1780,1562,2014,Jun
2443,500000.0,3,1.0,1070,4600,1.0,0,0,3,7,950,120,1930,0,98116,47.5627,-122.383,1090,4600,2014,Oct
2444,475000.0,3,1.75,1550,4054,1.5,0,0,4,7,1550,0,1926,0,98115,47.6743,-122.301,1510,3889,2014,Aug
2445,1035480.0,5,3.25,4475,6642,2.0,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.018,3720,6633,2014,Jul
2446,339950.0,3,2.5,1730,4286,2.0,0,0,3,7,1730,0,1999,0,98148,47.432,-122.329,1780,4343,2015,Apr
2447,540000.0,5,2.5,3100,10189,2.0,0,0,3,8,3100,0,2002,0,98019,47.738,-121.965,2840,10189,2014,Aug
2448,198000.0,2,1.0,790,14200,1.0,0,0,3,7,790,0,1951,0,98188,47.459,-122.285,1430,10000,2014,Aug
2449,600000.0,4,2.5,1960,14242,1.0,0,1,4,8,1290,670,1958,0,98146,47.4947,-122.369,2490,10907,2014,Jun
2450,450000.0,3,1.75,1350,7200,1.0,0,0,5,7,1350,0,1954,0,98125,47.713,-122.284,1100,7200,2014,Nov
2451,436000.0,4,2.0,1600,15044,1.0,0,0,3,7,1600,0,1972,0,98034,47.72,-122.216,1660,8102,2014,Aug
2452,335000.0,3,2.25,1580,16215,1.0,0,0,4,7,1580,0,1978,0,98024,47.5643,-121.897,1450,16215,2014,May
2453,550000.0,4,2.5,2700,5150,2.0,0,0,3,9,2700,0,2007,0,98059,47.5071,-122.148,3160,7620,2014,Jun
2454,1245000.0,6,3.25,3750,14150,2.0,0,2,5,9,2750,1000,1936,1968,98117,47.6999,-122.393,2140,7968,2014,Sep
2455,529000.0,2,2.0,1540,9714,2.0,0,0,3,8,1540,0,2008,0,98177,47.7628,-122.359,1840,8179,2015,Apr
2456,294000.0,2,1.0,820,6366,1.0,0,0,5,6,820,0,1952,0,98133,47.7512,-122.34,1580,10169,2014,Jul
2457,324950.0,2,1.0,1150,9186,1.0,0,0,3,7,1150,0,1946,0,98168,47.5081,-122.33,1390,10690,2014,Oct
2458,675000.0,3,2.75,2740,5735,2.0,0,0,3,9,2740,0,2004,0,98052,47.6862,-122.093,2210,5026,2015,Mar
2459,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,2014,May
2460,600000.0,4,2.25,2760,5200,2.0,0,0,3,7,1790,970,1910,2003,98144,47.589,-122.313,1310,2059,2015,Mar
2461,440000.0,3,1.0,1710,6556,1.5,0,0,4,7,1200,510,1926,0,98133,47.7185,-122.354,1410,6563,2014,Jun
2462,685000.0,3,1.5,2230,8558,2.0,0,0,3,8,2230,0,1960,0,98040,47.5833,-122.219,2200,8558,2015,Mar
