,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_sold,mnth_sold
4397,7950304075,225000.0,4,1.0,1150,6000,1.5,0,0,3,6,1150,0,1907,0,98118,47.562,-122.283,840,3030,2014,Aug
4398,1386800054,283450.0,5,2.75,2770,6116,1.0,0,0,3,7,1490,1280,1979,0,98168,47.4847,-122.291,1920,6486,2014,Dec
4399,9834200165,704300.0,4,1.5,1790,4080,1.5,0,0,5,7,1790,0,1928,0,98144,47.5749,-122.291,1710,4080,2015,Apr
4400,6147650300,270000.0,3,2.25,2100,14027,2.0,0,0,3,8,2100,0,1979,0,98042,47.3833,-122.1,2730,5999,2014,Oct
4401,6891800360,609000.0,3,2.5,2630,10131,2.0,0,0,3,9,2630,0,1989,0,98028,47.7695,-122.259,2800,10123,2014,Sep
4402,9170500060,649000.0,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1961,0,98033,47.69300000000001,-122.168,1790,11040,2014,Aug
4403,65000260,830000.0,3,2.5,3370,6550,2.0,0,2,4,8,2840,530,1912,2001,98126,47.5442,-122.38,1500,6550,2014,Aug
4404,7784400130,497300.0,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,98146,47.492,-122.364,2220,9500,2014,May
4405,7941140070,400000.0,3,2.25,1500,2692,2.0,0,0,3,7,1500,0,1986,0,98034,47.7159,-122.203,1470,2418,2015,Mar
4406,2122049096,182500.0,2,1.0,1040,13920,1.0,0,0,3,6,1040,0,1973,0,98198,47.3756,-122.306,1100,7575,2014,Aug
4407,6003000851,353000.0,1,1.0,550,1279,2.0,0,0,3,7,550,0,2008,0,98122,47.61600000000001,-122.314,1460,1385,2014,May
4408,7203220050,988830.0,5,3.25,4115,7910,2.0,0,0,3,9,4115,0,2014,0,98053,47.6847,-122.016,3950,6765,2014,Nov
4409,8898700960,329950.0,3,2.5,1820,8085,2.0,0,0,3,7,1820,0,1983,0,98055,47.4575,-122.204,1860,8625,2014,Jun
4410,5245600105,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,2014,Sep
4411,3530470190,220000.0,1,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,1400,4560,2015,May
4412,7883603965,315000.0,4,2.0,1210,4250,1.0,0,0,4,7,1210,0,1941,0,98108,47.5275,-122.321,1210,6000,2015,Feb
4413,4022902505,470000.0,3,2.25,2220,9800,2.0,0,0,3,8,2220,0,1987,0,98155,47.7635,-122.286,2420,10232,2014,Jul
4414,3211100240,349000.0,4,1.75,1700,7800,1.0,0,0,5,7,1120,580,1981,0,98059,47.4801,-122.158,1560,7800,2014,May
4415,5119010090,549900.0,5,2.75,3060,7015,1.0,0,0,5,8,1600,1460,1979,0,98146,47.5052,-122.372,2190,7600,2014,May
4416,3821000100,249950.0,4,1.75,1620,10530,1.0,0,0,3,7,1620,0,1968,0,98030,47.3808,-122.211,1890,9975,2015,Mar
4417,7301300050,375000.0,3,2.5,1930,6180,1.0,0,0,3,7,1330,600,1961,0,98155,47.7481,-122.327,1940,6180,2014,Nov
4418,2171400197,350000.0,5,3.0,2520,5500,1.0,0,0,3,8,1550,970,2004,0,98178,47.4938,-122.255,1700,8000,2014,Sep
4419,9471201175,1580000.0,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,1950,0,98105,47.6687,-122.264,3430,11050,2014,May
4420,2473450200,385000.0,4,3.0,2740,10925,1.0,0,0,3,8,1670,1070,1980,0,98058,47.4538,-122.125,2330,9940,2015,Mar
4421,2258500045,317500.0,2,1.0,1000,5120,1.0,0,0,3,6,1000,0,1902,0,98122,47.6088,-122.307,1940,4300,2014,Sep
4422,1139000400,430000.0,3,1.5,1550,5034,2.0,0,0,4,7,1550,0,1922,0,98177,47.7072,-122.36,1820,7200,2014,Aug
4423,3298701025,135000.0,2,1.0,750,5217,1.0,0,0,4,6,750,0,1943,0,98106,47.5188,-122.353,760,4440,2015,Apr
4424,1498302774,271310.0,2,1.0,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440,2014,May
4425,9276200190,569950.0,5,1.0,1420,6250,1.5,0,0,4,8,1420,0,1926,0,98116,47.5807,-122.389,1420,6250,2015,Apr
4426,2909300240,725000.0,3,2.5,2810,6300,2.0,0,0,3,8,2810,0,2001,0,98074,47.6077,-122.02,2860,6630,2015,May
4427,1250200693,515000.0,3,3.0,2100,2409,2.0,0,0,3,8,1660,440,2008,0,98144,47.5973,-122.298,1900,2400,2014,Jul
4428,3101500010,320000.0,2,1.0,950,4000,1.0,0,0,3,6,950,0,1910,0,98144,47.5728,-122.312,1480,4000,2015,Apr
4429,2557000630,266000.0,4,2.25,1995,7102,2.0,0,0,4,8,1995,0,1981,0,98023,47.2986,-122.37,1880,7950,2014,Jul
4430,1324300091,370000.0,3,1.0,800,2296,1.0,0,0,4,6,800,0,1908,0,98103,47.6546,-122.356,1480,1472,2014,May
4431,2826049260,482500.0,4,3.0,1630,7626,1.0,0,0,5,7,1110,520,1990,0,98125,47.7168,-122.308,1630,8082,2014,Jun
4432,3342100421,745000.0,4,2.5,3170,5100,2.0,0,0,3,9,3170,0,2012,0,98056,47.5187,-122.208,1580,5100,2015,Apr
4433,3524049083,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,Nov
4434,9103000393,1225000.0,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,2014,Sep
4435,3121059033,325000.0,3,1.0,1490,57381,1.5,0,0,4,5,1490,0,1932,0,98092,47.2597,-122.228,1580,101529,2014,Oct
4436,7853240200,619000.0,3,2.5,2720,6439,2.0,0,0,3,9,2720,0,2005,0,98065,47.5422,-121.86,3180,7320,2014,May
4437,7950700120,279000.0,4,2.0,1980,10051,1.0,0,0,3,7,1980,0,1969,2003,98092,47.3231,-122.103,1520,10125,2014,Dec
4438,1822059057,152000.0,2,1.0,700,13500,1.0,0,0,3,4,700,0,1920,0,98031,47.3882,-122.208,1600,10124,2014,Jul
4439,1219000473,164950.0,3,1.75,1570,15330,1.0,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330,2014,Jun
4440,9272201385,677500.0,5,1.0,2340,4730,2.0,0,0,3,8,1810,530,1918,0,98116,47.5895,-122.385,2100,4970,2014,Oct
4441,1336800185,1185000.0,3,2.75,2500,5568,2.0,0,0,5,9,2500,0,1905,0,98112,47.6258,-122.312,2810,5568,2014,Jun
4442,9268851630,520000.0,3,3.25,1540,1487,2.0,0,0,3,8,1540,0,2011,0,98027,47.5397,-122.027,1620,1104,2014,Jun
4443,2788400315,265000.0,3,1.0,1400,9460,1.0,0,0,3,7,1060,340,1961,0,98168,47.5119,-122.321,1570,7700,2014,Sep
4444,3529000930,530000.0,4,2.5,2050,6360,2.0,0,0,3,8,2050,0,1988,0,98029,47.5641,-122.011,2070,7541,2014,Jun
4445,5631500967,476000.0,4,1.75,2340,17541,1.0,0,0,4,7,1360,980,1956,0,98028,47.745,-122.229,2250,9212,2015,Feb
4446,2188201010,245000.0,3,2.25,1530,12000,1.0,0,0,3,7,1070,460,1979,0,98023,47.2715,-122.338,2140,13636,2015,Jan
4447,8562970040,655000.0,5,3.25,3690,12353,2.0,0,0,5,9,3690,0,1977,0,98155,47.7672,-122.292,2290,9082,2014,May
4448,4415600030,433000.0,3,2.75,2000,7200,1.0,0,0,3,7,1000,1000,1954,2014,98166,47.4531,-122.352,1440,7200,2015,Mar
4449,2473251170,302000.0,4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,98058,47.4549,-122.155,1530,11625,2014,Jun
4450,7511200020,509900.0,3,1.75,1690,53578,1.0,0,0,3,8,1690,0,1984,0,98053,47.6546,-122.049,2290,52707,2014,Aug
4451,1163400020,251000.0,3,1.5,1590,21600,1.5,0,0,4,7,1590,0,1971,0,98022,47.2159,-121.966,1780,21600,2015,Apr
4452,5412400180,267500.0,3,2.5,1400,7629,1.0,0,0,3,7,1120,280,1988,0,98030,47.3788,-122.179,1530,7688,2015,Apr
4453,255450400,326989.0,3,2.5,2060,4200,2.0,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.017,2370,4200,2014,Jul
4454,1687000210,275000.0,3,2.5,2497,4400,2.0,0,0,3,8,2497,0,2007,0,98001,47.2873,-122.283,2434,4400,2014,Jul
4455,6749700004,291000.0,2,1.0,840,863,3.0,0,0,3,8,840,0,2008,0,98103,47.6974,-122.349,1110,1190,2015,Mar
4456,2738650030,552500.0,3,2.5,2450,3582,2.0,0,0,3,9,2450,0,2008,0,98072,47.7749,-122.159,2490,5449,2015,May
4457,9136100420,767500.0,4,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0,98103,47.6681,-122.338,1640,4013,2015,Apr
4458,1924069115,873000.0,3,2.25,2720,54450,2.0,0,0,3,11,2720,0,1997,0,98027,47.5473,-122.092,3170,60548,2015,Feb
4459,714000155,670000.0,3,1.0,1710,6195,1.0,0,0,3,7,1410,300,1946,0,98105,47.6706,-122.265,1610,6195,2014,Dec
4460,904000045,1289000.0,3,2.5,2190,11394,1.0,0,0,3,8,1550,640,1956,0,98199,47.6685,-122.409,2190,9540,2014,Jun
4461,3395070640,300000.0,3,2.5,1320,2614,2.0,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.283,1320,2533,2014,Sep
4462,6308000010,585000.0,3,2.5,2290,5089,2.0,0,0,3,9,2290,0,2001,0,98006,47.5443,-122.172,2290,7984,2014,Dec
4463,2695600130,355000.0,2,1.0,1250,4558,1.0,0,0,3,7,1250,0,1948,0,98126,47.5318,-122.379,1180,4494,2014,Nov
4464,3626039279,395000.0,2,1.0,960,6700,1.0,0,0,3,7,960,0,1951,0,98103,47.6955,-122.357,1350,6700,2014,Aug
4465,1623089039,275000.0,2,1.0,900,57063,1.0,0,0,4,6,900,0,1938,0,98045,47.4735,-121.786,1440,268765,2014,Dec
4466,3438501327,352500.0,2,2.5,1570,2399,2.0,0,0,3,7,1180,390,2009,0,98106,47.5488,-122.364,1590,2306,2015,May
4467,8118600025,552500.0,4,1.0,1560,7980,1.0,0,0,4,7,1170,390,1939,0,98146,47.5093,-122.387,1570,7980,2015,Mar
4468,7625703435,885000.0,3,2.25,2940,6500,3.0,0,0,3,9,2940,0,2014,0,98136,47.5482,-122.388,1680,6500,2015,Jan
4469,1807900300,830000.0,6,3.0,2530,9000,1.0,0,0,3,6,2530,0,1978,0,98033,47.6716,-122.199,1886,6000,2014,Dec
4470,1862900360,315000.0,3,2.5,1950,9618,2.0,0,0,3,7,1950,0,1992,0,98031,47.4068,-122.18,1890,7133,2014,Sep
4471,2768100186,515000.0,3,3.5,1360,1419,2.0,0,0,3,8,1040,320,2007,0,98107,47.6697,-122.371,1560,1977,2014,Jun
4472,2524059269,915000.0,6,3.75,2930,14980,2.0,0,3,3,9,2930,0,2013,0,98006,47.5441,-122.117,3210,10787,2014,Jun
4473,1126059108,1200000.0,4,3.5,3930,43560,2.0,0,0,3,10,3930,0,2003,0,98072,47.7497,-122.121,2860,36460,2015,Apr
4474,7856610130,840000.0,4,2.25,2720,8712,2.0,0,0,4,9,2720,0,1976,0,98006,47.5616,-122.153,2470,8714,2014,Jul
4475,7203000200,325000.0,3,1.5,1890,7650,1.0,0,0,5,7,1890,0,1966,0,98003,47.3454,-122.314,1510,7560,2014,Dec
4476,3630120700,757000.0,3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,2014,May
4477,1612500090,225800.0,4,1.0,1100,7110,1.0,0,0,4,7,880,220,1907,0,98030,47.3858,-122.227,1150,7110,2015,Mar
4478,3586500620,685000.0,4,2.5,2650,25248,1.0,0,2,3,9,2330,320,1954,0,98177,47.7537,-122.373,3020,23135,2014,Aug
4479,5207200360,420000.0,2,1.0,930,5368,1.0,0,0,4,7,930,0,1953,0,98115,47.6952,-122.275,1770,6000,2014,Sep
4480,6675500035,435000.0,3,1.75,1500,8173,1.0,0,0,3,7,1500,0,1997,0,98034,47.7293,-122.227,1970,8173,2014,Jun
4481,1781500385,296500.0,3,1.0,1280,5100,1.0,0,0,3,7,1280,0,1948,0,98126,47.5259,-122.38,1380,7140,2014,Aug
4482,1150900080,846450.0,4,2.5,3710,7491,2.0,0,0,3,9,3710,0,2003,0,98029,47.5596,-122.016,3040,7491,2015,Apr
4483,9541600355,880000.0,4,2.5,3070,8250,1.0,0,0,5,8,2100,970,1958,0,98005,47.5935,-122.172,2270,8800,2014,Aug
4484,7525530670,745000.0,4,2.5,3130,10860,2.0,0,0,3,10,3130,0,1990,0,98075,47.56,-122.04,3130,10860,2014,Nov
4485,844000375,335000.0,4,1.5,3160,19745,1.5,0,0,4,6,1840,1320,1968,0,98010,47.3103,-122.006,1540,8611,2015,Mar
4486,9578140180,329950.0,3,2.5,2456,7566,2.0,0,0,3,8,2456,0,2012,0,98023,47.297,-122.351,2478,7212,2014,Jun
4487,9558041130,345000.0,3,2.5,1870,3584,2.0,0,0,3,8,1870,0,2003,0,98058,47.4521,-122.121,1900,3920,2014,Sep
4488,1788800910,190000.0,3,1.0,1200,10458,1.0,0,0,4,6,1200,0,1961,0,98023,47.3262,-122.342,1160,9000,2014,Oct
4489,9550200225,625000.0,3,1.5,1230,3060,1.0,0,0,3,7,910,320,1927,0,98103,47.667,-122.333,1260,4488,2014,Jul
4490,8643200055,243000.0,3,1.75,1790,12000,1.0,0,0,3,7,1040,750,1960,0,98198,47.3945,-122.313,1840,12000,2014,Jun
4491,6143000020,299000.0,3,1.75,1910,17003,1.5,0,0,4,8,1910,0,1963,0,98001,47.3095,-122.283,1820,14806,2015,Apr
4492,8941100095,1112500.0,6,4.0,3600,6224,2.0,0,0,3,9,2610,990,1945,2006,98199,47.6531,-122.405,1430,6224,2014,Sep
4493,3630010020,376000.0,3,2.0,1540,1827,2.0,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.999,1560,2058,2014,Dec
4494,2895800610,352800.0,4,2.25,1800,2752,2.0,0,0,3,8,1800,0,2014,0,98106,47.5167,-122.346,1650,2752,2014,Sep
4495,822039084,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,2015,Mar
4496,5423600080,540000.0,3,2.5,1720,11656,2.0,0,0,3,8,1720,0,1987,1999,98052,47.6791,-122.113,1890,10336,2014,Sep
4497,3992700775,410000.0,4,2.0,1490,13736,1.0,0,0,4,6,1490,0,1942,0,98125,47.712,-122.281,2040,7200,2015,Jan
4498,3816700150,430000.0,3,2.0,2350,12480,1.0,0,0,3,7,1600,750,1981,0,98028,47.7661,-122.262,2160,12000,2014,Nov
4499,4083302485,913000.0,3,1.75,2170,4000,1.0,0,0,4,7,1110,1060,1925,0,98103,47.6546,-122.337,1890,4000,2015,Apr
4500,5127000810,305495.0,3,1.75,2110,10200,2.0,0,0,4,7,2110,0,1966,0,98059,47.4744,-122.154,1800,10200,2014,May
4501,1725059182,1150000.0,4,2.5,3340,10422,2.0,0,0,3,10,3340,0,1996,0,98033,47.6515,-122.197,1770,9490,2014,Jul
4502,9485930120,390000.0,3,2.25,2270,32112,1.0,0,0,4,8,1740,530,1980,0,98042,47.3451,-122.094,2310,41606,2014,Oct
4503,293850040,495500.0,3,2.5,3190,7828,2.0,0,0,3,9,3190,0,2006,0,98059,47.5047,-122.144,2970,7828,2015,Feb
4504,8731981940,415000.0,4,2.25,2520,8000,1.0,0,2,3,8,1680,840,1970,0,98023,47.3202,-122.383,2300,8000,2014,Sep
4505,3330501545,330000.0,2,1.0,950,3090,1.0,0,0,4,6,950,0,1909,0,98118,47.551,-122.276,1230,4120,2014,Dec
4506,1026069061,682000.0,4,2.5,3600,203425,2.0,0,0,3,9,3400,200,1979,0,98077,47.7597,-122.018,3150,202989,2015,Jan
4507,8121200710,480000.0,3,2.25,1950,8892,2.0,0,0,3,8,1950,0,1983,0,98052,47.7213,-122.11,1900,8750,2015,Jan
4508,3764390100,434000.0,3,2.75,1830,3200,2.0,0,0,3,8,1830,0,1991,0,98034,47.7155,-122.218,2030,3331,2014,Jul
4509,9493200010,347000.0,3,1.0,1270,8400,1.0,0,0,3,7,1270,0,1955,0,98011,47.7604,-122.198,1390,8400,2014,Jun
4510,2902201301,664950.0,2,1.75,1180,900,2.0,0,0,3,10,780,400,2014,0,98102,47.6395,-122.329,1380,3610,2014,Dec
4511,3444120130,399950.0,4,2.75,3210,41689,1.0,0,0,4,8,1610,1600,1989,0,98042,47.3493,-122.062,2100,41384,2015,Mar
4512,5256500025,457000.0,4,1.75,2100,10358,1.0,0,0,5,8,1280,820,1959,0,98133,47.7478,-122.338,2080,9000,2014,Aug
4513,4022902715,525000.0,5,3.25,2480,10277,2.0,0,0,5,8,1640,840,1993,0,98155,47.7726,-122.286,2270,10277,2015,Apr
4514,871001500,735000.0,4,2.25,2270,5102,1.0,0,0,5,8,1340,930,1954,0,98199,47.6528,-122.408,1800,5102,2014,Jun
4515,2329700440,155000.0,3,1.5,970,8400,1.0,0,0,3,7,970,0,1966,0,98003,47.3284,-122.331,1230,8400,2014,Oct
4516,1773100275,205000.0,2,1.5,830,1020,2.0,0,0,3,7,830,0,2006,0,98106,47.5604,-122.363,830,1379,2015,Feb
4517,7852160070,937500.0,5,3.75,4210,14599,2.0,0,3,3,10,4210,0,2004,0,98065,47.5364,-121.858,3950,13591,2015,Jan
4518,2141330560,671500.0,4,2.25,2130,8410,2.0,0,0,4,8,2130,0,1977,0,98006,47.5589,-122.128,2170,8400,2014,Jul
4519,2505500009,565000.0,4,2.0,2040,8281,2.0,0,1,3,7,2040,0,1961,0,98033,47.6689,-122.195,2560,8281,2015,Apr
4520,8647800150,273000.0,3,2.25,2160,7964,2.0,0,0,3,8,2160,0,1991,0,98042,47.3622,-122.074,2000,7964,2015,Jan
4521,4337000200,228900.0,4,1.5,1570,8775,1.0,0,0,3,7,1570,0,1943,0,98166,47.4789,-122.335,980,8775,2014,Dec
4522,9264901680,188000.0,3,1.75,1660,7350,1.0,0,0,2,8,1660,0,1979,0,98023,47.3118,-122.337,1840,7673,2015,Mar
4523,1773101050,290000.0,3,1.0,960,4560,1.0,0,0,4,7,960,0,1968,0,98106,47.5539,-122.365,970,4800,2015,Feb
4524,9320990120,345000.0,4,2.5,2040,5523,2.0,0,0,3,7,2040,0,1999,0,98148,47.432,-122.328,1720,6646,2014,Jul
4525,8856960280,350000.0,3,2.25,1860,8378,2.0,0,0,3,7,1860,0,1995,0,98038,47.3875,-122.032,1870,8378,2015,Jan
4526,5589300585,325000.0,3,1.0,1050,9083,1.0,0,0,3,7,1050,0,1951,0,98155,47.7533,-122.307,1440,9071,2014,Dec
4527,7935000595,939000.0,3,3.5,2450,9248,2.0,0,4,3,8,1960,490,1933,1993,98136,47.5476,-122.397,2620,10207,2014,Oct
4528,7203150080,706000.0,4,2.5,2510,5436,2.0,0,0,3,8,2510,0,2011,0,98053,47.6894,-122.016,2520,5436,2014,Dec
4529,5616000030,335000.0,4,2.5,1980,4745,2.0,0,0,3,7,1980,0,2004,0,98038,47.3495,-122.04,1980,4878,2014,Oct
4530,825059178,2574000.0,4,3.75,4475,20424,2.0,1,4,3,12,2659,1816,1999,0,98033,47.6646,-122.208,4340,5250,2014,Sep
4531,6666830390,779380.0,5,2.5,2590,7084,2.0,0,0,3,8,2590,0,2014,0,98052,47.7053,-122.113,3010,4823,2014,Jul
4532,8732900840,667000.0,3,2.5,2510,3819,2.0,0,0,3,8,2510,0,2007,0,98052,47.6987,-122.096,2520,3990,2014,Jul
4533,2095800520,550000.0,3,2.5,2250,7752,2.0,0,0,4,8,2250,0,1988,0,98011,47.7489,-122.185,2080,7033,2015,Apr
4534,1771000760,319000.0,3,1.0,1390,12823,1.0,0,0,4,7,1390,0,1968,0,98077,47.7438,-122.075,1390,10095,2014,May
4535,1901600090,359000.0,5,1.75,1940,6654,1.5,0,0,4,7,1940,0,1953,0,98166,47.4663,-122.359,2300,9500,2014,Jun
4536,8857600680,285900.0,5,1.5,1690,7725,1.5,0,0,4,7,1690,0,1961,0,98032,47.3859,-122.288,1690,7739,2015,Mar
4537,4038700830,575000.0,4,1.75,2330,8800,1.0,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800,2015,Apr
4538,8956200070,447500.0,4,2.5,2425,9017,2.0,0,0,3,9,2425,0,2013,0,98001,47.3003,-122.263,2725,7019,2014,Sep
4539,8081500050,1810000.0,5,2.5,4250,20441,1.0,0,1,4,11,2490,1760,1984,0,98004,47.6377,-122.211,3620,16304,2015,Mar
4540,567000755,450000.0,2,3.0,1790,1709,2.0,0,0,3,7,1400,390,2001,0,98144,47.5926,-122.296,1460,1462,2014,Dec
4541,424069264,749000.0,4,2.5,2930,18199,2.0,0,0,3,9,2930,0,1998,0,98075,47.5937,-122.047,2930,33976,2014,May
4542,1564000410,781500.0,4,2.5,3440,6332,2.0,0,0,3,10,3440,0,2001,0,98059,47.5347,-122.155,3310,6528,2015,Feb
4543,2817100910,385000.0,3,2.0,1590,9912,2.0,0,0,3,8,1590,0,2000,0,98070,47.3731,-122.43,1670,9912,2014,Jun
4544,3303960080,972800.0,5,3.25,3500,10457,2.0,0,0,3,11,3500,0,2001,0,98059,47.5198,-122.157,3500,11734,2015,Mar
4545,3340401535,140000.0,1,1.0,730,6890,1.0,0,0,4,4,730,0,1926,0,98055,47.467,-122.215,1790,7969,2014,Nov
4546,1622059095,292000.0,3,1.75,1730,11325,1.0,0,0,5,7,1730,0,1972,0,98031,47.3921,-122.182,2030,17859,2014,Jun
4547,3278601940,349950.0,2,3.25,1570,2031,2.0,0,0,3,8,1310,260,2006,0,98126,47.548,-122.375,1570,2039,2014,Aug
4548,7202380120,482500.0,3,2.5,1690,3068,2.0,0,0,3,7,1690,0,2005,0,98053,47.6763,-122.028,1690,3260,2015,Jan
4549,745500010,730000.0,4,2.75,3800,9606,2.0,0,0,3,9,3800,0,2008,0,98011,47.7368,-122.208,3400,9677,2014,Dec
4550,6608500220,410000.0,3,1.75,1340,9975,1.0,0,0,4,7,1340,0,1961,0,98033,47.7012,-122.169,1340,10050,2014,Dec
4551,8024201055,404500.0,2,1.0,800,5080,1.0,0,0,3,7,800,0,1938,0,98115,47.6978,-122.314,1560,5110,2014,Aug
4552,8929000140,491234.0,4,2.5,1540,1860,2.0,0,0,3,8,1540,0,2014,0,98029,47.5521,-121.999,1210,1090,2014,Jun
4553,859000160,375000.0,4,2.0,1720,2410,1.0,0,0,3,7,970,750,1930,2006,98106,47.5252,-122.361,1160,1404,2014,Dec
4554,8673400061,382000.0,2,1.5,1070,877,3.0,0,0,3,8,1070,0,2005,0,98107,47.6699,-122.393,1320,1193,2014,Nov
4555,1269200229,1379900.0,3,3.25,3786,38038,1.0,1,4,3,9,1934,1852,1978,2006,98070,47.3907,-122.448,2850,33361,2014,Jul
4556,6705850300,754999.0,4,2.5,3010,9323,2.0,0,0,3,10,3010,0,1992,0,98075,47.578,-122.053,2840,8413,2015,Apr
4557,3395040550,320000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2015,Apr
4558,1697000370,234000.0,3,1.0,1040,8122,1.0,0,0,5,7,1040,0,1971,0,98198,47.3731,-122.312,1470,8676,2015,Mar
4559,5245600120,257500.0,3,1.0,1690,13825,1.0,0,0,3,7,1210,480,1955,0,98148,47.4256,-122.322,1190,9450,2014,Oct
4560,8892900180,250000.0,3,1.75,1160,6134,1.0,0,0,3,7,1160,0,1998,0,98002,47.3414,-122.218,1330,6301,2014,Jun
4561,1794500360,865000.0,2,1.0,1470,5400,1.5,0,0,3,8,1470,0,1912,0,98119,47.6391,-122.36,1760,3573,2015,Apr
4562,2025049192,527500.0,3,2.5,1380,1389,3.0,0,0,3,8,1380,0,2008,0,98102,47.6427,-122.327,1380,1249,2014,Oct
4563,1930301325,1025000.0,3,2.75,2780,4000,2.0,0,2,5,8,1960,820,1904,0,98103,47.6565,-122.355,1490,4800,2015,Apr
4564,4217402162,1185000.0,3,2.25,2390,7875,1.0,0,1,3,10,1980,410,1948,0,98105,47.6515,-122.278,3720,9075,2014,Jul
4565,8126300410,650000.0,4,1.75,2390,12000,1.0,0,0,3,8,1470,920,1979,0,98052,47.7061,-122.163,2110,12000,2014,Jul
4566,3345700215,595000.0,3,2.75,3290,22649,2.0,0,0,4,8,3290,0,1993,0,98056,47.5241,-122.193,2750,6119,2014,Jun
4567,2887701420,489000.0,2,1.0,850,2850,1.0,0,0,4,7,850,0,1927,0,98115,47.6875,-122.309,1450,4015,2014,Nov
4568,2887701251,392800.0,2,1.0,740,4275,1.0,0,0,5,6,740,0,1924,0,98115,47.688,-122.308,1900,4275,2014,Oct
4569,4036100175,689000.0,4,2.5,2440,11700,1.0,0,0,5,8,1480,960,1961,0,98006,47.5606,-122.184,2140,10807,2015,Feb
4570,6762700515,1475000.0,3,2.5,2570,5000,2.0,0,0,3,11,2570,0,1984,0,98102,47.6295,-122.32,1570,5000,2015,Apr
4571,3192000085,180000.0,3,1.0,1010,10215,1.0,0,0,3,6,1010,0,1955,0,98146,47.4872,-122.345,1320,10245,2014,Aug
4572,226059096,1565000.0,5,4.5,5220,67319,2.0,0,0,3,11,5220,0,2001,0,98072,47.7666,-122.128,4190,40609,2014,Nov
4573,9238900855,700000.0,2,1.0,930,5000,1.0,0,3,3,7,930,0,1926,2013,98136,47.5333,-122.388,1760,5228,2015,Mar
4574,6706200130,343000.0,3,1.75,2210,7920,1.0,0,0,3,7,1400,810,1966,0,98178,47.4968,-122.237,2220,7920,2015,Apr
4575,2744000010,287600.0,3,2.5,1950,8251,2.0,0,0,3,7,1950,0,1990,0,98001,47.343,-122.28,1540,8588,2014,May
4576,7202271060,610000.0,4,2.5,2980,5896,2.0,0,0,3,8,2980,0,2001,0,98053,47.6872,-122.036,2900,5712,2015,Mar
4577,7923200150,537000.0,4,1.75,2230,7957,1.0,0,0,4,7,2230,0,1967,0,98008,47.5859,-122.122,2230,8040,2014,Sep
4578,162500030,324000.0,3,1.0,1160,7202,1.0,0,0,4,7,1160,0,1957,0,98133,47.7675,-122.334,1620,8598,2014,Dec
4579,2571910210,305000.0,3,2.0,1680,8487,1.0,0,0,3,7,1680,0,1993,0,98022,47.1959,-122.01,2080,8560,2014,Oct
4580,1523059105,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2015,Jan
4581,6052401215,255000.0,2,1.0,1200,9000,1.0,0,2,5,6,1200,0,1917,0,98198,47.4039,-122.323,1660,9000,2014,Jun
4582,6626100260,700000.0,4,2.5,3100,36562,2.0,0,0,3,10,3100,0,1994,0,98077,47.7646,-122.065,3080,39351,2014,Aug
4583,8925100115,1150000.0,2,2.25,2320,9300,1.5,0,4,5,9,1920,400,1937,0,98115,47.681,-122.273,2790,9300,2014,Oct
4584,5459500165,623000.0,3,1.75,2050,16313,1.0,0,0,2,8,2050,0,1973,0,98040,47.5743,-122.212,3180,10264,2014,Jul
4585,7686202635,185000.0,2,1.0,900,8000,1.0,0,0,4,6,900,0,1954,0,98198,47.4217,-122.317,1240,8000,2014,Aug
4586,1118001370,1568000.0,3,2.75,2340,8828,1.0,0,0,4,9,2340,0,1954,0,98112,47.632,-122.289,3480,8526,2015,Jan
4587,122029066,490000.0,3,1.75,2020,215622,2.0,0,0,4,7,2020,0,1975,0,98070,47.4189,-122.499,1810,215622,2015,May
